EquationKey,EquationChapter,Equation,Equation-Description,Taxonomy-Domain,Taxonomy-Subdomain,Taxonomy-Specific,Variable_Key,Variable_Name,Variable_LaTeX,Variables_Description_LaTeX,Variables_Domain,Variables_Domain_LaTeX
Feynman72,FeynmanIICh24Eq17,II.24.17,Wave number in waveguide,Engineering,Electrical Engineering,Waveguide Theory,x0,omega,$\omega$,$\omega$: frequency,"\omega \in [-100000000000.0, -1000000000.0] \cup [1000000000.0, 100000000000.0]","$\omega \in [-100000000000.0, -1000000000.0] \cup [1000000000.0, 100000000000.0]$"
Feynman72,FeynmanIICh24Eq17,II.24.17,Wave number in waveguide,Engineering,Electrical Engineering,Waveguide Theory,x1,d,$d$,$d$: waveguide dimension,"d \in [0.001, 0.1]","$d \in [0.001, 0.1]$"
Feynman73,FeynmanIICh27Eq16,II.27.16,Poynting vector magnitude,Physics,Electromagnetism,Energy Flow,x0,Ef,$Ef$,$Ef$: electric field amplitude,"Ef \in [0.1, 10.0]","$Ef \in [0.1, 10.0]$"
Feynman74,FeynmanIICh27Eq18,II.27.18,Electric energy flux,Physics,Electromagnetism,Energy Density,x0,Ef,$Ef$,$Ef$: electric field amplitude,"Ef \in [0.1, 10.0]","$Ef \in [0.1, 10.0]$"
Feynman75,FeynmanIICh34Eq2a,II.34.2a,Magnetic dipole moment (current loop),Physics,Electromagnetism,Magnetic Moment,x0,q,$q$,$q$: charge,"q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]","$q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]$"
Feynman75,FeynmanIICh34Eq2a,II.34.2a,Magnetic dipole moment (current loop),Physics,Electromagnetism,Magnetic Moment,x1,v,$v$,$v$: velocity,"v \in [-10000000.0, -100000.0] \cup [100000.0, 10000000.0]","$v \in [-10000000.0, -100000.0] \cup [100000.0, 10000000.0]$"
Feynman75,FeynmanIICh34Eq2a,II.34.2a,Magnetic dipole moment (current loop),Physics,Electromagnetism,Magnetic Moment,x2,r,$r$,$r$: radius,"r \in [1e-11, 1e-09]","$r \in [1e-11, 1e-09]$"
Feynman76,FeynmanIICh34Eq2,II.34.2,Magnetic moment (orbiting charge),Physics,Electromagnetism,Magnetic Moment,x0,q,$q$,$q$: particle charge,"q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]","$q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]$"
Feynman76,FeynmanIICh34Eq2,II.34.2,Magnetic moment (orbiting charge),Physics,Electromagnetism,Magnetic Moment,x1,v,$v$,$v$: orbital velocity,"v \in [-10000000.0, -100000.0] \cup [100000.0, 10000000.0]","$v \in [-10000000.0, -100000.0] \cup [100000.0, 10000000.0]$"
Feynman76,FeynmanIICh34Eq2,II.34.2,Magnetic moment (orbiting charge),Physics,Electromagnetism,Magnetic Moment,x2,r,$r$,$r$: orbital radius,"r \in [1e-11, 1e-09]","$r \in [1e-11, 1e-09]$"
Feynman77,FeynmanIICh34Eq11,II.34.11,Larmor precession frequency,Physics,Quantum Mechanics,Spin Precession,x0,g_,$g$,$g$: Landé g-factor,"g \in [-1.0, 1.0]","$g \in [-1.0, 1.0]$"
Feynman77,FeynmanIICh34Eq11,II.34.11,Larmor precession frequency,Physics,Quantum Mechanics,Spin Precession,x1,q,$q$,$q$: particle charge,"q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]","$q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]$"
Feynman77,FeynmanIICh34Eq11,II.34.11,Larmor precession frequency,Physics,Quantum Mechanics,Spin Precession,x2,B,$B$,$B$: magnetic field strength,"B \in [-1e-07, -1e-09] \cup [1e-09, 1e-07]","$B \in [-1e-07, -1e-09] \cup [1e-09, 1e-07]$"
Feynman77,FeynmanIICh34Eq11,II.34.11,Larmor precession frequency,Physics,Quantum Mechanics,Spin Precession,x3,m,$m$,$m$: particle mass,"m \in [1e-30, 1e-28]","$m \in [1e-30, 1e-28]$"
Feynman78,FeynmanIICh34Eq29a,II.34.29a,Bohr magneton,Physics,Quantum Mechanics,Magnetic Moment,x0,q,$q$,$q$: electron charge,"q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]","$q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]$"
Feynman78,FeynmanIICh34Eq29a,II.34.29a,Bohr magneton,Physics,Quantum Mechanics,Magnetic Moment,x1,m,$m$,$m$: electron mass,"m \in [1e-30, 1e-28]","$m \in [1e-30, 1e-28]$"
Feynman79,FeynmanIICh34Eq29b,II.34.29b,Zeeman effect energy splitting,Physics,Quantum Mechanics,Atomic Spectroscopy,x0,g_,$g$,$g$: Landé g-factor,"g \in [-1.0, 1.0]","$g \in [-1.0, 1.0]$"
Feynman79,FeynmanIICh34Eq29b,II.34.29b,Zeeman effect energy splitting,Physics,Quantum Mechanics,Atomic Spectroscopy,x1,B,$B$,$B$: applied magnetic field,"B \in [-0.1, -0.001] \cup [0.001, 0.1]","$B \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Feynman79,FeynmanIICh34Eq29b,II.34.29b,Zeeman effect energy splitting,Physics,Quantum Mechanics,Atomic Spectroscopy,x2,Jz,$Jz$,$Jz$: z-component of angular momentum,"Jz \in [-1e-22, -1e-26] \cup [1e-26, 1e-22]","$Jz \in [-1e-22, -1e-26] \cup [1e-26, 1e-22]$"
Feynman80,FeynmanIICh35Eq18,II.35.18,Paramagnetism (Brillouin function approx),Physics,Solid State Physics,Magnetism,x0,n_0,$n_0$,$n_0$: total number density,"n_0 \in [1e+23, 1e+25]","$n_0 \in [1e+23, 1e+25]$"
Feynman80,FeynmanIICh35Eq18,II.35.18,Paramagnetism (Brillouin function approx),Physics,Solid State Physics,Magnetism,x1,mom,$mom$,$mom$: magnetic moment per particle,"mom \in [1e-25, 1e-23]","$mom \in [1e-25, 1e-23]$"
Feynman80,FeynmanIICh35Eq18,II.35.18,Paramagnetism (Brillouin function approx),Physics,Solid State Physics,Magnetism,x2,B,$B$,$B$: applied magnetic field,"B \in [0.001, 0.1]","$B \in [0.001, 0.1]$"
Feynman80,FeynmanIICh35Eq18,II.35.18,Paramagnetism (Brillouin function approx),Physics,Solid State Physics,Magnetism,x3,T,$T$,$T$: absolute temperature,"T \in [10.0, 1000.0]","$T \in [10.0, 1000.0]$"
Feynman81,FeynmanIICh35Eq21,II.35.21,Magnetization (Langevin function),Physics,Solid State Physics,Magnetization,x0,n_rho,$n_{\rho}$,$n_{\rho}$: particle number density,"n_{\rho} \in [1e+23, 1e+25]","$n_{\rho} \in [1e+23, 1e+25]$"
Feynman81,FeynmanIICh35Eq21,II.35.21,Magnetization (Langevin function),Physics,Solid State Physics,Magnetization,x1,mom,$mom$,$mom$: magnetic moment per particle,"mom \in [1e-25, 1e-23]","$mom \in [1e-25, 1e-23]$"
Feynman81,FeynmanIICh35Eq21,II.35.21,Magnetization (Langevin function),Physics,Solid State Physics,Magnetization,x2,B,$B$,$B$: applied magnetic field,"B \in [0.001, 0.1]","$B \in [0.001, 0.1]$"
Feynman81,FeynmanIICh35Eq21,II.35.21,Magnetization (Langevin function),Physics,Solid State Physics,Magnetization,x3,T,$T$,$T$: absolute temperature,"T \in [10.0, 1000.0]","$T \in [10.0, 1000.0]$"
Feynman82,FeynmanIICh36Eq38,II.36.38,Magnetization with electric contribution,Physics,Solid State Physics,Magneto-Electric Coupling,x0,mom,$mom$,$mom$: magnetic moment per particle,"mom \in [-1e-23, -1e-25] \cup [1e-25, 1e-23]","$mom \in [-1e-23, -1e-25] \cup [1e-25, 1e-23]$"
Feynman82,FeynmanIICh36Eq38,II.36.38,Magnetization with electric contribution,Physics,Solid State Physics,Magneto-Electric Coupling,x1,H,$H$,$H$: applied magnetic field,"H \in [-0.1, -0.001] \cup [0.001, 0.1]","$H \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Feynman82,FeynmanIICh36Eq38,II.36.38,Magnetization with electric contribution,Physics,Solid State Physics,Magneto-Electric Coupling,x2,T,$T$,$T$: absolute temperature,"T \in [10.0, 1000.0]","$T \in [10.0, 1000.0]$"
Feynman82,FeynmanIICh36Eq38,II.36.38,Magnetization with electric contribution,Physics,Solid State Physics,Magneto-Electric Coupling,x3,alpha,$\alpha$,$\alpha$: magneto-electric coupling constant,"\alpha \in [0, 1]","$\alpha \in [0, 1]$"
Feynman82,FeynmanIICh36Eq38,II.36.38,Magnetization with electric contribution,Physics,Solid State Physics,Magneto-Electric Coupling,x4,M,$M$,$M$: magnetization,"M \in [1e+23, 1e+25]","$M \in [1e+23, 1e+25]$"
Feynman83,FeynmanIICh37Eq1,II.37.1,Magnetic field in material,Physics,Solid State Physics,Magnetic Materials,x0,mom,$mom$,$mom$: magnetic moment per particle,"mom \in [-1e-23, -1e-25] \cup [1e-25, 1e-23]","$mom \in [-1e-23, -1e-25] \cup [1e-25, 1e-23]$"
Feynman83,FeynmanIICh37Eq1,II.37.1,Magnetic field in material,Physics,Solid State Physics,Magnetic Materials,x1,chi,$\chi$,$\chi$: magnetic susceptibility,"\chi \in [-1000000.0, -10000.0] \cup [10000.0, 1000000.0]","$\chi \in [-1000000.0, -10000.0] \cup [10000.0, 1000000.0]$"
Feynman83,FeynmanIICh37Eq1,II.37.1,Magnetic field in material,Physics,Solid State Physics,Magnetic Materials,x2,B,$B$,$B$: applied magnetic field,"B \in [-0.1, -0.001] \cup [0.001, 0.1]","$B \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Feynman84,FeynmanIICh38Eq3,II.38.3,Hooke's law for stress/strain (force),Engineering,Mechanical Engineering,Elasticity,x0,Y,$Y$,$Y$: Young's modulus,"Y \in [0.1, 10.0]","$Y \in [0.1, 10.0]$"
Feynman84,FeynmanIICh38Eq3,II.38.3,Hooke's law for stress/strain (force),Engineering,Mechanical Engineering,Elasticity,x1,A,$A$,$A$: cross-sectional area,"A \in [0.0001, 0.01]","$A \in [0.0001, 0.01]$"
Feynman84,FeynmanIICh38Eq3,II.38.3,Hooke's law for stress/strain (force),Engineering,Mechanical Engineering,Elasticity,x2,x,$x$,$x$: elongation (extension),"x \in [-0.1, -0.001] \cup [0.001, 0.1]","$x \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Feynman84,FeynmanIICh38Eq3,II.38.3,Hooke's law for stress/strain (force),Engineering,Mechanical Engineering,Elasticity,x3,d,$d$,$d$: original length,"d \in [0.01, 1.0]","$d \in [0.01, 1.0]$"
Feynman85,FeynmanIICh38Eq14,II.38.14,Shear modulus from Young's modulus,Engineering,Mechanical Engineering,Material Properties,x0,Y,$Y$,$Y$: Young's modulus,"Y \in [0.1, 10.0]","$Y \in [0.1, 10.0]$"
Feynman85,FeynmanIICh38Eq14,II.38.14,Shear modulus from Young's modulus,Engineering,Mechanical Engineering,Material Properties,x1,sigma,$\sigma$,$\sigma$: Poisson's ratio,"\sigma \in [0.01, 1.0]","$\sigma \in [0.01, 1.0]$"
Feynman86,FeynmanIIICh4Eq32,III.4.32,Bose-Einstein distribution,Physics,Statistical Mechanics,Quantum Statistics,x0,omega,$\omega$,$\omega$: angular frequency,"\omega \in [100000000.0, 10000000000.0]","$\omega \in [100000000.0, 10000000000.0]$"
Feynman86,FeynmanIIICh4Eq32,III.4.32,Bose-Einstein distribution,Physics,Statistical Mechanics,Quantum Statistics,x1,T,$T$,$T$: absolute temperature,"T \in [10.0, 1000.0]","$T \in [10.0, 1000.0]$"
Feynman87,FeynmanIIICh4Eq33,III.4.33,Average energy (Bose-Einstein statistics),Physics,Statistical Mechanics,Quantum Statistics,x0,omega,$\omega$,$\omega$: angular frequency,"\omega \in [100000000.0, 10000000000.0]","$\omega \in [100000000.0, 10000000000.0]$"
Feynman87,FeynmanIIICh4Eq33,III.4.33,Average energy (Bose-Einstein statistics),Physics,Statistical Mechanics,Quantum Statistics,x1,T,$T$,$T$: absolute temperature,"T \in [10.0, 1000.0]","$T \in [10.0, 1000.0]$"
Feynman88,FeynmanIIICh7Eq38,III.7.38,Gyromagnetic ratio times field,Physics,Quantum Mechanics,Spin Dynamics,x0,mom,$mom$,$mom$: magnetic dipole moment,"mom \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]","$mom \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]$"
Feynman88,FeynmanIIICh7Eq38,III.7.38,Gyromagnetic ratio times field,Physics,Quantum Mechanics,Spin Dynamics,x1,B,$B$,$B$: magnetic field,"B \in [-0.1, -0.001] \cup [0.001, 0.1]","$B \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Feynman89,FeynmanIIICh8Eq54,III.8.54,Quantum transition probability (time-dependent),Physics,Quantum Mechanics,Time Evolution,x0,E_n,$E_n$,$E_n$: energy,"E_n \in [-1e-16, -1e-18] \cup [1e-18, 1e-16]","$E_n \in [-1e-16, -1e-18] \cup [1e-18, 1e-16]$"
Feynman89,FeynmanIIICh8Eq54,III.8.54,Quantum transition probability (time-dependent),Physics,Quantum Mechanics,Time Evolution,x1,t,$t$,$t$: time,"t \in [1e-18, 1e-16]","$t \in [1e-18, 1e-16]$"
Feynman90,FeynmanIIICh9Eq52,III.9.52,Rabi oscillation transition rate,Physics,Quantum Mechanics,Quantum Optics,x0,p_d,$p_d$,$p_d$: electric dipole moment,"p_d \in [-1e-20, -1e-22] \cup [1e-22, 1e-20]","$p_d \in [-1e-20, -1e-22] \cup [1e-22, 1e-20]$"
Feynman90,FeynmanIIICh9Eq52,III.9.52,Rabi oscillation transition rate,Physics,Quantum Mechanics,Quantum Optics,x1,Ef,$Ef$,$Ef$: electric field amplitude,"Ef \in [-1000.0, -10.0] \cup [10.0, 1000.0]","$Ef \in [-1000.0, -10.0] \cup [10.0, 1000.0]$"
Feynman90,FeynmanIIICh9Eq52,III.9.52,Rabi oscillation transition rate,Physics,Quantum Mechanics,Quantum Optics,x2,t,$t$,$t$: time,"t \in [1e-18, 1e-16]","$t \in [1e-18, 1e-16]$"
Feynman90,FeynmanIIICh9Eq52,III.9.52,Rabi oscillation transition rate,Physics,Quantum Mechanics,Quantum Optics,x3,omega,$\omega$,$\omega$: driving frequency,"\omega \in [100000000.0, 10000000000.0]","$\omega \in [100000000.0, 10000000000.0]$"
Feynman90,FeynmanIIICh9Eq52,III.9.52,Rabi oscillation transition rate,Physics,Quantum Mechanics,Quantum Optics,x4,omega_0,$\omega_0$,$\omega_0$: resonance frequency,"\omega_0 \in [100000000.0, 10000000000.0]","$\omega_0 \in [100000000.0, 10000000000.0]$"
Feynman91,FeynmanIIICh10Eq19,III.10.19,Energy in 3D magnetic field,Physics,Quantum Mechanics,Zeeman Energy,x0,mom,$mom$,$mom$: magnetic dipole moment,"mom \in [-1e-23, -1e-25] \cup [1e-25, 1e-23]","$mom \in [-1e-23, -1e-25] \cup [1e-25, 1e-23]$"
Feynman91,FeynmanIIICh10Eq19,III.10.19,Energy in 3D magnetic field,Physics,Quantum Mechanics,Zeeman Energy,x1,Bx,$Bx$,$Bx$: x-component of magnetic field,"Bx \in [-0.1, -0.001] \cup [0.001, 0.1]","$Bx \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Feynman91,FeynmanIIICh10Eq19,III.10.19,Energy in 3D magnetic field,Physics,Quantum Mechanics,Zeeman Energy,x2,By,$By$,$By$: y-component of magnetic field,"By \in [-0.1, -0.001] \cup [0.001, 0.1]","$By \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Feynman91,FeynmanIIICh10Eq19,III.10.19,Energy in 3D magnetic field,Physics,Quantum Mechanics,Zeeman Energy,x3,Bz,$Bz$,$Bz$: z-component of magnetic field,"Bz \in [-0.1, -0.001] \cup [0.001, 0.1]","$Bz \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Feynman92,FeynmanIIICh12Eq43,III.12.43,Quantized angular momentum,Physics,Quantum Mechanics,Angular Momentum,x0,n,$n$,$n$: principal quantum number,"n \in [1, 100]","$n \in [1, 100]$"
Feynman93,FeynmanIIICh13Eq18,III.13.18,Fermi's golden rule (transition rate),Physics,Quantum Mechanics,Perturbation Theory,x0,E_n,$E_n$,$E_n$: energy,"E_n \in [-1e-16, -1e-18] \cup [1e-18, 1e-16]","$E_n \in [-1e-16, -1e-18] \cup [1e-18, 1e-16]$"
Feynman93,FeynmanIIICh13Eq18,III.13.18,Fermi's golden rule (transition rate),Physics,Quantum Mechanics,Perturbation Theory,x1,d,$d$,$d$: matrix element,"d \in [1e-10, 1e-08]","$d \in [1e-10, 1e-08]$"
Feynman93,FeynmanIIICh13Eq18,III.13.18,Fermi's golden rule (transition rate),Physics,Quantum Mechanics,Perturbation Theory,x2,k,$k$,$k$: density of states,"k \in [0.1, 10.0]","$k \in [0.1, 10.0]$"
Feynman94,FeynmanIIICh14Eq14,III.14.14,Shockley diode equation,Engineering,Electrical Engineering,Semiconductor Devices,x0,I_0,$I_0$,$I_0$: saturation current,"I_0 \in [-0.1, -0.001] \cup [0.001, 0.1]","$I_0 \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Feynman94,FeynmanIIICh14Eq14,III.14.14,Shockley diode equation,Engineering,Electrical Engineering,Semiconductor Devices,x1,q,$q$,$q$: elementary charge,"q \in [1e-22, 1e-20]","$q \in [1e-22, 1e-20]$"
Feynman94,FeynmanIIICh14Eq14,III.14.14,Shockley diode equation,Engineering,Electrical Engineering,Semiconductor Devices,x2,Volt,$Volt$,$Volt$: applied voltage,"Volt \in [-10.0, -0.1] \cup [0.1, 10.0]","$Volt \in [-10.0, -0.1] \cup [0.1, 10.0]$"
Feynman94,FeynmanIIICh14Eq14,III.14.14,Shockley diode equation,Engineering,Electrical Engineering,Semiconductor Devices,x3,T,$T$,$T$: absolute temperature,"T \in [10.0, 1000.0]","$T \in [10.0, 1000.0]$"
Feynman95,FeynmanIIICh15Eq12,III.15.12,Tight-binding dispersion relation,Physics,Solid State Physics,Band Structure,x0,U,$U$,$U$: coupling energy,"U \in [1e-18, 1e-16]","$U \in [1e-18, 1e-16]$"
Feynman95,FeynmanIIICh15Eq12,III.15.12,Tight-binding dispersion relation,Physics,Solid State Physics,Band Structure,x1,k,$k$,$k$: wave vector,"k \in [0.1, 10.0]","$k \in [0.1, 10.0]$"
Feynman95,FeynmanIIICh15Eq12,III.15.12,Tight-binding dispersion relation,Physics,Solid State Physics,Band Structure,x2,d,$d$,$d$: lattice constant,"d \in [1e-10, 1e-08]","$d \in [1e-10, 1e-08]$"
Feynman96,FeynmanIIICh15Eq14,III.15.14,Effective mass in quantum well,Physics,Quantum Mechanics,Quantum Confinement,x0,E_n,$E_n$,$E_n$: energy,"E_n \in [1e-18, 1e-16]","$E_n \in [1e-18, 1e-16]$"
Feynman96,FeynmanIIICh15Eq14,III.15.14,Effective mass in quantum well,Physics,Quantum Mechanics,Quantum Confinement,x1,d,$d$,$d$: well width,"d \in [1e-10, 1e-08]","$d \in [1e-10, 1e-08]$"
Feynman97,FeynmanIIICh15Eq27,III.15.27,Reciprocal lattice vector,Physics,Solid State Physics,Crystallography,x0,alpha,$\alpha$,$\alpha$: lattice parameter,"\alpha \in [-100, -1] \cup [1, 100]","$\alpha \in [-100, -1] \cup [1, 100]$"
Feynman97,FeynmanIIICh15Eq27,III.15.27,Reciprocal lattice vector,Physics,Solid State Physics,Crystallography,x1,n,$n$,$n$: Miller index,"n \in [1, 100]","$n \in [1, 100]$"
Feynman97,FeynmanIIICh15Eq27,III.15.27,Reciprocal lattice vector,Physics,Solid State Physics,Crystallography,x2,d,$d$,$d$: spacing,"d \in [1e-10, 1e-08]","$d \in [1e-10, 1e-08]$"
Feynman98,FeynmanIIICh17Eq37,III.17.37,Angular modulation function,Mathematics,Applied Mathematics,Signal Processing,x0,beta,$\beta$,$\beta$: amplitude parameter,"\beta \in [1e-18, 1e-16]","$\beta \in [1e-18, 1e-16]$"
Feynman98,FeynmanIIICh17Eq37,III.17.37,Angular modulation function,Mathematics,Applied Mathematics,Signal Processing,x1,alpha,$\alpha$,$\alpha$: modulation depth,"\alpha \in [-1e-16, -1e-18] \cup [1e-18, 1e-16]","$\alpha \in [-1e-16, -1e-18] \cup [1e-18, 1e-16]$"
Feynman98,FeynmanIIICh17Eq37,III.17.37,Angular modulation function,Mathematics,Applied Mathematics,Signal Processing,x2,theta,$\theta$,$\theta$: angle,"\theta \in [0, 2.0 \times \pi]","$\theta \in [0, 2.0 \times \pi]$"
Feynman99,FeynmanIIICh19Eq51,III.19.51,Hydrogen atom energy levels (Bohr model),Physics,Quantum Mechanics,Atomic Physics,x0,m,$m$,$m$: electron mass,"m \in [1e-30, 1e-28]","$m \in [1e-30, 1e-28]$"
Feynman99,FeynmanIIICh19Eq51,III.19.51,Hydrogen atom energy levels (Bohr model),Physics,Quantum Mechanics,Atomic Physics,x1,q,$q$,$q$: electron charge,"q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]","$q \in [-1e-09, -1e-11] \cup [1e-11, 1e-09]$"
Feynman99,FeynmanIIICh19Eq51,III.19.51,Hydrogen atom energy levels (Bohr model),Physics,Quantum Mechanics,Atomic Physics,x2,n,$n$,$n$: principal quantum number,"n \in [1, 100]","$n \in [1, 100]$"
Feynman100,FeynmanIIICh21Eq20,III.21.20,Current density in quantum mechanics,Physics,Quantum Mechanics,Electromagnetic Coupling,x0,rho_c_0,$\rho_{c_0}$,$\rho_{c_0}$: charge density,"\rho_{c_0} \in [1e+29, 1e+27]","$\rho_{c_0} \in [1e+29, 1e+27]$"
Feynman100,FeynmanIIICh21Eq20,III.21.20,Current density in quantum mechanics,Physics,Quantum Mechanics,Electromagnetic Coupling,x1,q,$q$,$q$: electric charge,"q \in [1e-09, 1e-11]","$q \in [1e-09, 1e-11]$"
Feynman100,FeynmanIIICh21Eq20,III.21.20,Current density in quantum mechanics,Physics,Quantum Mechanics,Electromagnetic Coupling,x2,A_vec,$A_{vec}$,$A_{vec}$: magnetic vector potential,"A_{vec} \in [-0.1, -0.001] \cup [0.001, 0.1]","$A_{vec} \in [-0.1, -0.001] \cup [0.001, 0.1]$"
Feynman100,FeynmanIIICh21Eq20,III.21.20,Current density in quantum mechanics,Physics,Quantum Mechanics,Electromagnetic Coupling,x3,m,$m$,$m$: particle mass,"m \in [1e-30, 1e-28]","$m \in [1e-30, 1e-28]$"
Bonus1,FeynmanBonus1,Bonus1.0,Mott scattering cross-section (relativistic Rutherford),Physics,Nuclear Physics,Scattering Theory,x0,Z_1,$Z_1$,$Z_1$: atomic number of projectile,"Z_1 \in [1, 10]","$Z_1 \in [1, 10]$"
Bonus1,FeynmanBonus1,Bonus1.0,Mott scattering cross-section (relativistic Rutherford),Physics,Nuclear Physics,Scattering Theory,x1,Z_2,$Z_2$,$Z_2$: atomic number of target,"Z_2 \in [1, 10]","$Z_2 \in [1, 10]$"
Bonus1,FeynmanBonus1,Bonus1.0,Mott scattering cross-section (relativistic Rutherford),Physics,Nuclear Physics,Scattering Theory,x2,E_n,$E_n$,$E_n$: kinetic energy of projectile,"E_n \in [1e-18, 1e-16]","$E_n \in [1e-18, 1e-16]$"
Bonus1,FeynmanBonus1,Bonus1.0,Mott scattering cross-section (relativistic Rutherford),Physics,Nuclear Physics,Scattering Theory,x3,theta,$\theta$,$\theta$: scattering angle,"\theta \in [0, 2.0 \times \pi]","$\theta \in [0, 2.0 \times \pi]$"
Bonus2,FeynmanBonus2,Bonus2.0,Effective potential in two-body problem,Physics,Classical Mechanics,Central Force Motion,x0,m,$m$,$m$: reduced mass of system,"m \in [1e+23, 1e+25]","$m \in [1e+23, 1e+25]$"
Bonus2,FeynmanBonus2,Bonus2.0,Effective potential in two-body problem,Physics,Classical Mechanics,Central Force Motion,x1,k_G,$k_G$,$k_G$: gravitational coupling $Gm_1m_2$,"k_G \in [1000000000.0, 100000000000.0]","$k_G \in [1000000000.0, 100000000000.0]$"
Bonus2,FeynmanBonus2,Bonus2.0,Effective potential in two-body problem,Physics,Classical Mechanics,Central Force Motion,x2,L,$L$,$L$: total angular momentum,"L \in [100000000.0, 10000000000.0]","$L \in [100000000.0, 10000000000.0]$"
Bonus2,FeynmanBonus2,Bonus2.0,Effective potential in two-body problem,Physics,Classical Mechanics,Central Force Motion,x3,E_n,$E_n$,$E_n$: total mechanical energy,"E_n \in [1e+25, 1e+27]","$E_n \in [1e+25, 1e+27]$"
Bonus2,FeynmanBonus2,Bonus2.0,Effective potential in two-body problem,Physics,Classical Mechanics,Central Force Motion,x4,theta1,$\theta_1$,$\theta_1$: current true anomaly,"\theta_1 \in [0, 2.0 \times \pi]","$\theta_1 \in [0, 2.0 \times \pi]$"
Bonus2,FeynmanBonus2,Bonus2.0,Effective potential in two-body problem,Physics,Classical Mechanics,Central Force Motion,x5,theta2,$\theta_2$,$\theta_2$: periapsis argument,"\theta_2 \in [0, 2.0 \times \pi]","$\theta_2 \in [0, 2.0 \times \pi]$"
Bonus3,FeynmanBonus3,Bonus3.0,Orbit equation (conic section with eccentricity),Physics,Classical Mechanics,Orbital Mechanics,x0,d,$d$,$d$: semi-latus rectum of orbit,"d \in [100000000.0, 10000000000.0]","$d \in [100000000.0, 10000000000.0]$"
Bonus3,FeynmanBonus3,Bonus3.0,Orbit equation (conic section with eccentricity),Physics,Classical Mechanics,Orbital Mechanics,x1,alpha,$\alpha$,$\alpha$: orbital eccentricity,"\alpha \in [0.0, 1.0]","$\alpha \in [0.0, 1.0]$"
Bonus3,FeynmanBonus3,Bonus3.0,Orbit equation (conic section with eccentricity),Physics,Classical Mechanics,Orbital Mechanics,x2,theta1,$\theta_1$,$\theta_1$: current true anomaly,"\theta_1 \in [0, 2.0 \times \pi]","$\theta_1 \in [0, 2.0 \times \pi]$"
Bonus3,FeynmanBonus3,Bonus3.0,Orbit equation (conic section with eccentricity),Physics,Classical Mechanics,Orbital Mechanics,x3,theta2,$\theta_2$,$\theta_2$: argument of periapsis,"\theta_2 \in [0, 2.0 \times \pi]","$\theta_2 \in [0, 2.0 \times \pi]$"
Bonus4,FeynmanBonus4,Bonus4.0,Radial velocity (classical orbital mechanics),Physics,Classical Mechanics,Orbital Dynamics,x0,m,$m$,$m$: mass,"m \in [1e+23, 1e+25]","$m \in [1e+23, 1e+25]$"
Bonus4,FeynmanBonus4,Bonus4.0,Radial velocity (classical orbital mechanics),Physics,Classical Mechanics,Orbital Dynamics,x1,E_n,$E_n$,$E_n$: total energy,"E_n \in [1e+25, 1e+27]","$E_n \in [1e+25, 1e+27]$"
Bonus4,FeynmanBonus4,Bonus4.0,Radial velocity (classical orbital mechanics),Physics,Classical Mechanics,Orbital Dynamics,x2,U,$U$,$U$: potential energy,"U \in [1e+25, 1e+27]","$U \in [1e+25, 1e+27]$"
Bonus4,FeynmanBonus4,Bonus4.0,Radial velocity (classical orbital mechanics),Physics,Classical Mechanics,Orbital Dynamics,x3,L,$L$,$L$: angular momentum,"L \in [-10000000000.0, -100000000.0] \cup [100000000.0, 10000000000.0]","$L \in [-10000000000.0, -100000000.0] \cup [100000000.0, 10000000000.0]$"
Bonus4,FeynmanBonus4,Bonus4.0,Radial velocity (classical orbital mechanics),Physics,Classical Mechanics,Orbital Dynamics,x4,r,$r$,$r$: radial distance,"r \in [100000000.0, 10000000000.0]","$r \in [100000000.0, 10000000000.0]$"
Bonus5,FeynmanBonus5,Bonus5.0,Kepler's third law (orbital period),Astronomy,Celestial Mechanics,Keplerian Orbits,x0,d,$d$,$d$: semi-major axis of orbit,"d \in [100000000.0, 10000000000.0]","$d \in [100000000.0, 10000000000.0]$"
Bonus5,FeynmanBonus5,Bonus5.0,Kepler's third law (orbital period),Astronomy,Celestial Mechanics,Keplerian Orbits,x1,m1,$m_1$,$m_1$: mass of primary body,"m_1 \in [1e+23, 1e+25]","$m_1 \in [1e+23, 1e+25]$"
